100
53 90
25 3 3
8 17 3
9 3 3
40 32 3
7 59 58
30 20 52
40 50 52
28 35 52
2 25 48
38 47 3
60 49 58
35 41 29
31 48 48
6 12 3
54 40 52
41 33 52
59 28 58
33 47 3
15 13 52
43 14 3
58 34 58
20 37 52
56 33 48
30 37 52
20 48 48
60 34 58
24 13 52
25 34 48
38 59 48
41 11 3
40 22 3
50 47 3
57 43 39
43 16 48
34 60 58
19 56 19
50 31 52
21 57 3
33 57 3
11 58 3
6 31 29
11 32 3
19 21
10 11 11
9 2 8
15 7 13
12 18 15
6 4 13
3 5 13
6 13 13
3 19 13
4 2 13
6 19 13
8 1 13
14 6 13
6 11 11
17 19 13
4 12 13
3 13 13
9 11 13
17 13 13
9 8 8
15 18 15
14 4 4
36 47
23 18 20
3 12 16
11 29 28
2 12 20
6 1 20
21 2 20
34 3 36
32 6 20
28 4 28
29 28 28
17 29 28
22 24 24
14 20 20
13 5 20
14 1 20
9 14 20
16 2 20
28 12 20
11 6 28
32 20 20
28 17 28
16 11 20
20 21 20
34 28 20
20 2 20
25 19 24
14 19 20
22 26 20
14 26 33
23 18 20
28 16 20
33 1 20
7 10 20
23 35 20
29 21 31
22 32 24
27 21 31
23 19 20
35 1 20
12 5 20
5 29 28
12 22 20
16 14 16
6 3 20
24 22 24
32 33 20
15 31 20
26 54
25 5 25
13 20 25
24 8 8
21 16 8
1 5 25
14 25 25
3 22 22
18 8 8
5 19 25
26 18 22
12 8 8
11 25 25
3 14 25
12 14 10
4 25 25
10 11 10
25 12 25
2 3 2
11 22 25
15 11 10
22 20 22
1 23 10
17 21 8
5 15 25
13 15 10
19 8 8
17 26 8
7 22 25
11 4 10
23 18 25
26 17 8
3 14 25
4 3 25
1 5 25
6 13 25
19 16 8
25 26 25
18 24 25
5 1 25
11 24 23
26 15 25
17 22 8
11 14 14
15 10 10
5 25 25
15 6 25
15 1 10
8 22 8
11 23 23
15 26 25
4 5 25
7 9 10
8 26 8
9 18 25
60 120
6 41 55
57 12 11
33 17 32
49 35 32
31 59 32
12 19 32
21 30 32
6 24 32
16 46 48
3 16 32
60 43 32
58 2 32
4 56 11
20 9 9
24 27 48
33 47 32
37 21 48
18 45 32
1 12 32
17 11 32
55 50 32
43 38 32
59 5 32
60 31 32
39 19 32
9 31 32
46 21 48
41 14 32
33 57 9
37 30 32
16 45 53
39 55 11
57 20 11
38 43 32
56 39 11
58 60 32
20 23 32
7 32 32
11 53 32
50 60 32
27 4 32
47 25 32
46 14 48
36 20 32
6 38 55
11 8 9
43 57 32
51 17 32
44 3 9
43 60 32
34 53 53
33 31 32
19 18 32
39 23 32
12 35 11
25 14 32
39 13 11
5 32 32
29 40 40
60 32 32
21 47 53
19 18 32
58 20 32
27 12 32
60 38 9
36 19 48
19 46 48
15 36 48
41 16 32
47 40 53
12 18 11
47 46 48
26 25 32
30 26 32
35 5 32
17 38 32
57 35 35
8 50 32
55 58 32
28 33 32
41 16 32
53 27 48
33 39 9
25 2 9
25 11 9
4 31 32
34 52 48
22 60 9
58 5 32
27 9 32
46 54 32
9 57 9
40 51 48
24 8 32
2 19 32
41 11 11
40 54 32
43 1 53
45 44 32
48 50 48
7 48 32
20 35 11
38 13 55
20 7 11
20 13 11
9 50 32
19 34 48
58 46 32
29 47 53
44 59 9
51 25 32
45 56 32
38 39 11
24 32 32
44 28 32
51 60 32
15 30 32
57 13 55
44 26 32
47 4 32
7 4
7 3 5
4 1 2
6 3 6
6 4 5
42 99
42 9 24
40 27 24
2 42 33
13 36 24
23 27 19
15 2 33
41 26 33
13 12 33
23 5 24
39 29 39
10 24 24
27 4 33
18 13 24
13 42 33
40 4 24
7 41 31
14 36 24
39 23 24
12 26 33
2 41 33
9 34 24
3 41 24
38 30 33
33 23 24
2 3 24
21 4 24
26 5 33
5 28 24
26 9 24
12 1 33
41 19 3
22 9 41
21 31 36
32 29 24
19 17 6
30 28 24
6 33 33
34 10 24
35 19 24
24 26 24
3 14 24
19 13 24
28 38 24
30 3 24
8 18 24
2 17 24
15 30 33
12 11 24
5 34 33
19 32 19
34 33 33
21 13 24
12 25 24
14 20 24
12 1 33
19 1 24
34 39 24
19 7 19
7 29 24
38 13 33
9 4 24
10 22 19
2 29 24
30 33 33
4 7 24
37 23 37
36 22 19
40 4 24
21 14 24
25 8 24
16 25 24
11 18 11
16 31 24
4 9 24
3 29 24
12 14 33
39 15 24
28 24 24
13 33 33
37 11 19
36 1 24
37 18 19
30 27 33
30 3 24
28 42 24
35 42 33
30 32 24
15 38 26
30 36 24
21 38 24
40 34 24
17 23 37
4 6 33
30 36 24
3 25 19
9 40 9
12 2 33
11 7 19
30 15 33
6 3
2 4 3
6 5 4
1 2 6
47 96
20 16 44
24 13 39
31 26 26
25 26 26
16 1 44
13 12 39
44 21 44
38 33 38
7 27 38
10 21 39
37 5 26
40 36 39
25 46 39
17 36 39
13 32 39
26 2 38
39 10 39
9 36 39
37 38 38
29 18 39
17 27 38
26 21 39
4 22 44
28 39 39
25 19 26
1 16 44
24 40 40
24 36 39
20 40 12
46 18 39
10 3 26
30 26 26
42 26 26
19 36 39
32 22 38
14 4 44
19 3 26
23 25 38
3 38 38
23 2 38
19 23 38
3 45 9
20 13 39
25 19 26
22 10 38
43 4 44
22 45 38
9 16 44
28 45 26
16 43 44
18 30 26
39 19 39
7 13 39
20 6 20
27 3 38
3 34 26
1 30 26
42 45 26
19 27 38
15 7 38
28 5 26
43 36 39
8 45 26
42 47 39
15 18 38
6 13 39
30 46 39
31 10 10
11 5 11
11 44 44
6 30 26
14 47 26
21 27 39
28 25 26
3 7 26
5 44 44
22 17 38
21 43 39
1 21 39
34 24 18
29 22 39
41 32 32
41 10 26
6 39 39
37 40 26
23 28 38
12 8 26
3 12 12
2 6 38
40 20 26
41 32 32
19 25 26
47 18 39
12 19 26
3 39 39
38 22 38
60 116
1 3 1
1 4 1
2 3 2
2 4 2
3 5 3
3 6 3
4 5 4
4 6 4
5 7 5
5 8 5
6 7 6
6 8 6
7 9 7
7 10 7
8 9 8
8 10 8
9 11 9
9 12 9
10 11 10
10 12 10
11 13 11
11 14 11
12 13 12
12 14 12
13 15 13
13 16 13
14 15 14
14 16 14
15 17 15
15 18 15
16 17 16
16 18 16
17 19 17
17 20 17
18 19 18
18 20 18
19 21 19
19 22 19
20 21 20
20 22 20
21 23 21
21 24 21
22 23 22
22 24 22
23 25 23
23 26 23
24 25 24
24 26 24
25 27 25
25 28 25
26 27 26
26 28 26
27 29 27
27 30 27
28 29 28
28 30 28
29 31 29
29 32 29
30 31 30
30 32 30
31 33 31
31 34 31
32 33 32
32 34 32
33 35 33
33 36 33
34 35 34
34 36 34
35 37 35
35 38 35
36 37 36
36 38 36
37 39 37
37 40 37
38 39 38
38 40 38
39 41 39
39 42 39
40 41 40
40 42 40
41 43 41
41 44 41
42 43 42
42 44 42
43 45 43
43 46 43
44 45 44
44 46 44
45 47 45
45 48 45
46 47 46
46 48 46
47 49 47
47 50 47
48 49 48
48 50 48
49 51 49
49 52 49
50 51 50
50 52 50
51 53 51
51 54 51
52 53 52
52 54 52
53 55 53
53 56 53
54 55 54
54 56 54
55 57 55
55 58 55
56 57 56
56 58 56
57 58 57
58 59 58
59 60 59
60 57 60
22 96
4 7 20
5 2 21
16 15 20
13 8 14
21 10 20
9 6 14
10 1 1
11 13 14
7 5 12
18 13 20
9 12 20
18 6 20
19 4 14
14 5 20
2 17 20
10 20 20
11 13 14
5 2 21
20 1 20
2 12 21
20 14 20
22 5 20
14 3 14
15 3 20
4 3 14
15 20 20
11 5 20
4 15 7
9 15 20
18 9 12
15 1 20
16 12 20
12 15 21
11 4 14
21 13 20
5 9 20
1 4 14
2 3 20
17 22 22
12 15 21
3 17 14
19 3 1
3 2 20
14 12 20
19 4 14
12 13 20
21 1 20
3 18 20
3 15 20
15 10 20
16 11 14
4 8 14
10 8 14
14 5 20
10 9 14
4 1 14
9 2 18
7 12 12
18 10 20
16 13 14
18 16 20
15 22 20
11 3 11
21 12 21
21 16 20
19 15 20
11 19 1
2 20 20
6 12 20
19 1 1
17 8 14
2 8 20
11 6 1
21 20 20
14 12 20
13 5 20
9 11 14
18 8 20
20 11 9
3 22 14
22 10 14
20 21 20
16 14 14
2 19 20
14 8 14
13 10 14
18 7 21
20 7 20
15 13 20
13 21 20
11 14 14
20 5 20
16 7 20
18 11 20
1 3 1
15 18 15
60 120
1 15 17
30 35 14
37 56 14
35 36 45
8 11 14
22 3 14
55 23 14
50 9 53
5 21 22
43 17 14
41 5 14
48 8 14
40 4 45
9 2 14
7 53 14
28 9 14
44 25 14
55 6 14
21 7 39
43 38 39
52 16 14
41 45 45
35 58 45
12 40 45
6 26 14
4 29 14
27 11 14
56 13 14
33 39 14
49 30 14
52 14 14
7 56 30
1 19 14
40 5 14
49 51 17
15 25 14
58 24 45
5 42 14
35 22 14
3 36 14
51 26 14
17 37 14
7 30 30
20 21 14
33 55 14
43 52 14
18 11 14
45 39 14
47 20 14
54 51 14
5 31 14
18 4 14
10 54 14
39 11 39
33 10 45
48 55 48
18 29 17
60 47 14
48 20 14
23 51 14
4 33 45
38 46 14
46 50 14
13 34 14
24 36 47
33 7 14
28 1 14
15 50 14
20 5 14
17 59 14
37 60 14
54 58 14
43 30 39
40 34 14
20 45 14
39 33 14
26 14 14
31 3 14
38 56 38
50 38 14
27 29 27
56 53 14
26 43 39
58 54 14
8 56 14
12 26 14
21 44 14
13 50 14
57 51 14
41 39 14
4 16 14
2 10 45
23 25 14
26 5 39
6 28 14
41 60 14
54 23 14
29 59 14
58 32 14
58 54 14
48 17 14
4 8 45
27 53 14
33 19 14
6 55 14
28 45 14
13 25 14
9 14 14
44 10 45
27 24 14
35 12 45
25 44 14
47 19 14
34 40 14
21 55 57
16 9 14
41 23 41
57 17 14
13 28 14
38 6 14
52 118
14 2 16
6 44 26
24 31 23
37 51 26
50 22 1
43 25 26
5 25 16
3 48 3
6 21 16
30 34 26
23 5 23
9 43 26
34 45 26
42 33 16
1 21 16
6 11 26
12 30 26
10 8 26
17 9 26
45 7 26
36 25 26
51 2 26
31 19 26
5 34 26
3 8 30
17 46 30
32 52 23
6 21 16
36 43 30
34 26 26
39 17 26
29 51 26
8 44 26
44 21 26
46 42 26
16 43 26
40 2 16
34 41 26
18 3 26
17 32 26
1 6 16
11 24 26
6 10 12
30 23 26
26 52 26
13 17 26
39 42 16
43 36 30
29 18 26
10 39 39
1 29 16
1 48 26
29 26 26
17 27 26
10 22 16
45 27 26
44 3 26
37 38 26
13 23 16
42 15 16
18 31 26
27 40 26
7 19 26
39 35 39
44 40 26
2 1 23
19 34 26
23 50 23
25 24 16
17 10 26
29 21 16
43 23 26
32 18 26
11 18 26
43 19 26
44 5 26
40 45 16
15 1 15
5 23 23
12 6 12
23 3 26
5 32 23
29 47 16
18 30 26
2 30 26
27 18 18
1 50 1
41 21 16
16 17 26
9 30 26
48 6 26
50 24 23
46 27 26
50 6 16
28 6 26
22 52 15
32 13 16
9 48 26
18 23 26
11 46 30
3 15 26
52 15 15
34 32 26
29 17 26
47 43 26
30 25 26
52 40 16
9 52 23
46 52 26
13 24 16
27 3 26
31 27 26
5 10 16
2 40 16
15 11 26
29 20 26
47 43 26
23 27 26
33 19
9 28 8
2 32 32
7 21 11
6 23 11
22 10 11
10 7 11
28 11 11
4 14 11
21 8 8
6 25 11
24 1 11
11 33 11
23 14 5
26 23 11
10 18 11
8 21 8
28 23 11
3 14 5
6 17 17
47 72
32 16 2
28 39 2
2 45 2
42 5 26
13 42 26
6 31 26
11 42 26
8 3 17
47 20 26
16 11 26
15 39 8
41 23 26
25 32 26
12 20 34
3 23 26
17 2 26
47 10 26
4 22 26
18 35 26
34 16 2
7 25 26
45 43 2
47 25 42
1 21 26
13 27 13
36 19 6
29 31 26
32 11 26
23 12 26
29 41 2
6 30 40
39 29 8
15 5 26
28 32 2
26 43 26
37 11 26
25 12 26
16 1 35
38 9 43
38 40 2
36 22 2
38 35 26
24 37 26
7 17 15
25 23 33
16 25 28
29 3 2
32 21 26
16 45 2
2 37 2
31 3 11
3 6 2
45 13 26
33 15 34
34 35 26
16 47 26
4 28 26
44 41 2
26 14 26
35 41 26
6 28 2
35 28 26
14 39 2
44 21 21
9 15 34
44 12 26
19 46 2
43 11 26
3 21 45
38 42 34
16 45 2
2 26 26
22 26
19 6 21
17 1 1
12 13 21
9 10 21
11 22 1
16 11 1
4 21 21
12 17 21
4 13 1
15 1 1
19 4 1
14 8 4
16 5 21
21 6 21
5 22 21
11 13 20
10 21 21
10 20 21
13 19 1
21 18 21
2 21 21
3 18 1
14 15 1
11 16 1
19 8 1
15 22 1
16 41
16 1 1
15 10 14
6 16 14
1 12 14
13 9 13
12 6 12
13 8 13
15 7 2
6 2 12
14 9 14
11 1 1
12 10 14
13 8 14
3 9 14
15 12 12
10 14 14
15 1 14
4 10 14
13 2 14
9 1 14
8 3 1
8 13 14
16 13 14
14 15 14
3 8 1
12 4 8
3 7 1
16 3 1
6 5 14
3 9 14
11 1 1
10 14 14
9 10 9
6 7 14
5 7 1
5 8 1
8 2 14
9 16 14
1 13 14
13 16 14
5 15 14
8 28
5 4 8
3 4 8
4 5 8
4 8 8
3 5 8
2 8 8
6 1 8
4 3 8
3 8 8
3 6 6
7 1 8
6 2 6
3 8 8
7 6 8
2 7 8
4 2 8
2 1 8
7 4 8
2 7 8
5 3 8
5 7 7
3 8 8
2 3 6
1 5 8
1 8 8
7 3 8
4 8 8
4 3 8
55 42
39 41 7
29 6 7
3 17 7
48 38 42
51 26 7
42 22 42
26 43 7
21 30 16
30 29 1
11 41 42
44 37 16
9 40 52
45 20 16
28 34 27
15 37 16
15 42 42
45 53 16
13 37 16
46 32 16
33 51 16
55 27 42
18 7 7
25 55 42
24 51 16
40 10 16
30 33 16
28 17 7
54 41 51
27 32 27
2 45 16
21 17 7
3 9 16
24 42 16
7 49 7
16 21 16
40 51 51
37 49 16
6 35 7
10 4 16
2 47 42
23 54 23
9 52 52
25 46
18 5 18
4 12 18
3 19 18
16 15 18
10 13 12
25 7 7
7 5 7
6 15 18
21 7 7
11 17 18
6 10 9
25 12 7
9 4 18
5 4 18
4 15 18
4 18 18
3 25 18
1 21 18
22 18 18
21 5 7
4 23 23
10 24 18
18 17 18
7 19 18
22 21 18
20 11 18
19 14 14
18 22 18
20 21 18
23 12 18
22 6 18
11 4 18
13 19 18
1 2 24
2 25 18
18 12 18
3 24 18
16 17 23
20 5 18
20 16 20
3 18 18
17 13 18
8 3 18
14 16 18
4 1 24
17 14 18
8 37
5 3 4
1 7 4
1 2 2
7 3 4
2 5 2
7 1 4
6 1 2
7 8 4
6 4 2
2 6 2
7 1 4
1 6 2
8 5 4
3 5 4
8 3 3
6 4 2
4 8 4
6 3 8
4 2 2
6 3 2
4 2 2
6 8 2
7 4 4
5 8 4
1 5 4
4 6 2
8 3 3
3 2 7
8 2 2
6 5 2
3 8 3
4 1 4
3 4 4
6 3 2
7 3 4
5 6 2
7 1 4
54 12
21 43 47
47 25 47
25 6 47
11 2 14
35 48 47
49 11 47
32 34 47
35 9 47
43 13 14
52 12 47
26 2 47
8 51 47
18 106
2 10 2
2 5 2
13 4 4
11 1 15
15 1 15
7 15 15
10 18 15
7 15 15
17 5 15
18 13 6
10 9 15
12 2 2
18 5 5
11 3 15
4 14 15
4 10 15
16 13 6
5 18 5
9 13 6
15 2 2
18 3 5
1 11 15
17 14 15
7 10 15
11 18 15
3 14 15
15 7 15
17 12 15
2 15 2
16 3 6
7 5 7
14 5 15
16 18 6
18 4 6
18 9 6
2 4 2
16 13 6
16 13 6
18 13 6
10 3 15
8 3 7
15 5 15
18 12 6
9 11 15
14 11 15
7 11 15
6 9 6
2 11 2
5 16 6
6 10 15
14 12 15
5 11 15
3 11 15
15 9 15
6 10 15
1 8 15
10 16 15
10 2 2
13 15 15
7 13 7
3 1 15
8 5 7
1 14 14
6 8 7
18 1 15
9 2 2
17 6 15
5 6 6
11 12 15
2 15 2
8 4 7
7 17 15
12 3 6
7 5 7
12 1 15
5 16 6
5 7 7
3 13 6
14 15 15
5 13 6
11 6 15
5 16 6
5 4 6
9 16 12
13 7 7
2 18 2
6 3 6
5 14 15
15 12 15
7 16 7
14 1 14
8 7 7
1 13 15
1 2 2
13 8 7
11 7 15
16 14 15
14 11 15
18 6 6
4 15 15
18 1 15
3 18 5
11 17 10
18 13 6
7 17 15
2 7 2
39 67
23 27 34
2 17 2
2 20 2
18 11 2
7 3 26
12 38 38
34 11 2
22 5 18
6 34 34
6 31 18
14 38 34
15 27 18
8 24 2
28 4 2
37 8 2
36 37 2
17 7 2
19 18 2
28 8 25
31 30 18
10 7 2
6 30 34
21 4 2
27 25 2
11 10 2
27 10 18
6 1 2
20 19 2
1 3 25
22 37 18
10 37 37
17 3 2
22 26 18
5 27 27
39 14 2
32 36 25
39 24 2
6 22 18
28 17 2
25 5 2
38 23 34
14 10 18
33 29 37
38 36 2
21 34 2
13 34 34
39 10 2
6 10 18
19 5 2
14 37 18
15 37 18
28 5 2
20 21 2
10 33 37
4 25 2
32 19 2
25 37 2
7 17 2
12 10 18
18 21 2
28 15 2
6 13 34
9 4 37
36 37 2
12 35 2
8 24 2
24 30 38
16 88
3 2 1
1 12 1
1 13 4
5 9 5
11 10 4
4 10 4
7 12 7
9 5 5
6 4 4
14 15 1
14 13 4
4 15 4
16 15 1
11 9 4
16 1 1
7 9 4
15 5 4
13 12 4
7 2 1
3 11 11
15 12 7
14 6 1
7 8 1
6 3 1
15 3 1
16 3 11
12 7 7
7 1 1
1 15 1
6 3 1
13 3 4
10 12 4
15 2 1
8 1 1
8 7 1
15 3 1
1 2 1
15 14 1
8 2 1
16 1 1
16 10 4
10 13 4
6 1 1
15 7 7
7 13 4
5 16 4
5 13 4
4 6 4
6 9 4
14 1 1
4 11 4
11 15 1
3 10 4
12 14 1
1 7 1
11 15 1
14 7 1
12 8 1
9 3 4
3 14 1
16 10 11
8 3 1
4 13 4
4 3 4
13 4 4
14 6 1
3 8 1
4 5 4
15 14 1
5 1 4
10 2 4
15 16 1
1 2 1
11 4 4
2 9 4
7 16 1
10 9 4
15 2 1
3 8 1
7 16 6
10 7 4
6 11 1
15 6 1
5 10 4
11 13 4
16 15 1
2 8 1
9 4 4
49 105
12 36 31
2 24 24
20 13 31
23 4 31
22 25 9
33 6 31
31 41 31
26 48 12
23 41 12
11 28 31
23 48 37
33 6 31
44 32 24
42 19 31
4 43 18
43 5 31
40 25 31
17 24 24
30 49 30
47 23 31
7 25 31
9 37 24
43 16 24
31 8 31
11 15 31
16 30 24
29 4 31
22 6 31
14 15 24
36 9 24
22 38 31
12 11 31
2 26 31
36 26 31
9 48 24
42 23 31
5 43 31
16 38 24
35 9 24
4 45 18
30 5 12
47 39 31
6 48 31
36 6 31
23 30 30
5 42 31
14 12 24
28 49 31
28 42 31
3 37 31
14 28 24
26 42 31
29 12 12
21 49 31
42 17 6
31 9 24
43 20 31
33 26 31
1 21 1
31 5 31
18 21 31
28 45 31
12 40 12
2 32 24
30 48 12
10 2 31
46 6 31
41 19 12
2 46 31
7 26 31
32 24 24
26 23 30
9 30 24
41 49 12
32 19 24
20 18 31
39 21 31
21 38 31
47 14 24
22 43 31
42 22 31
13 9 24
48 26 12
44 28 31
49 28 31
36 26 31
17 35 31
26 20 31
18 47 31
27 34 31
18 14 24
17 39 31
29 30 12
13 38 31
43 16 24
8 39 31
21 11 31
16 25 24
43 41 31
39 37 31
48 29 12
43 8 31
4 12 31
30 36 31
46 21 31
40 75
5 39 18
33 2 18
1 4 10
35 19 18
40 23 18
1 8 29
37 1 10
8 24 10
8 22 27
25 1 10
40 11 10
29 7 29
1 32 10
23 6 19
15 30 10
29 12 10
33 24 18
31 18 18
22 19 18
22 18 18
10 23 18
22 15 10
2 21 10
11 2 16
35 40 27
23 16 18
7 14 27
2 38 2
23 22 18
17 18 18
7 3 3
4 17 4
32 23 18
34 31 18
26 10 19
29 35 27
20 8 29
27 15 10
28 37 10
18 31 18
4 39 4
29 31 27
40 17 10
8 24 10
38 7 10
28 27 27
3 27 18
27 20 27
31 8 27
1 3 18
26 9 23
34 4 18
4 18 18
28 15 31
36 35 27
22 25 10
23 25 18
3 4 18
40 26 18
26 18 18
19 37 18
12 25 2
27 10 10
25 2 2
29 40 27
10 15 10
19 21 18
15 4 4
20 38 28
9 21 18
26 32 18
37 29 10
19 14 4
31 25 10
23 4 18
25 38
10 12 1
16 12 1
22 6 1
11 2 4
17 1 1
15 11 1
25 10 1
3 22 1
3 21 24
4 15 1
19 17 1
3 8 4
4 13 1
2 17 1
20 5 5
2 17 1
6 18 1
8 5 4
19 11 1
9 18 1
24 20 24
4 17 1
15 6 1
17 14 1
14 16 1
8 4 4
7 10 1
4 5 4
21 4 24
8 1 1
21 6 24
10 11 4
12 6 1
2 6 4
3 21 24
11 1 1
1 22 1
4 11 4
13 73
2 9 1
2 4 1
7 10 10
4 3 10
9 5 10
2 11 1
9 10 1
3 10 10
12 2 10
8 11 10
7 5 10
3 11 10
11 3 10
9 13 10
6 4 1
7 2 1
10 9 10
6 3 10
10 2 10
5 7 10
12 13 13
2 12 10
1 13 3
9 12 10
6 11 1
2 8 10
9 3 10
8 4 10
1 13 10
12 10 10
11 12 10
2 9 6
12 8 10
4 10 10
12 9 10
3 10 10
3 1 10
11 10 10
5 4 10
10 4 10
13 5 10
5 7 10
1 5 10
5 10 10
11 2 1
9 6 9
4 9 1
2 10 10
12 4 10
5 12 10
7 8 10
2 10 10
8 3 8
11 9 1
8 1 10
1 8 10
1 12 10
4 8 10
12 5 10
1 6 1
5 11 10
10 5 10
10 2 10
4 9 1
5 1 10
11 12 10
1 5 10
11 3 10
3 6 10
4 2 1
5 12 10
2 5 10
6 12 10
58 112
46 48 40
22 31 33
7 32 32
5 12 40
4 42 40
34 2 38
10 21 44
57 13 57
42 8 38
41 27 38
27 24 38
37 9 38
41 35 38
8 57 38
13 15 57
27 17 40
56 27 38
20 47 57
47 21 40
36 44 38
24 58 28
44 29 46
17 10 40
35 49 38
51 21 40
19 8 38
39 43 38
11 33 33
29 21 40
5 19 40
58 22 33
33 30 33
39 58 38
38 46 40
26 58 38
31 7 43
55 16 38
15 35 38
42 12 38
10 3 38
19 58 38
48 35 38
50 10 8
53 1 38
55 32 38
34 35 38
4 12 40
47 56 42
3 26 38
31 46 40
8 28 28
36 25 57
53 36 38
14 42 38
1 26 38
23 25 33
7 1 28
20 36 13
28 37 3
30 12 38
7 3 38
9 37 38
14 3 38
54 5 40
51 55 38
9 27 13
58 44 28
21 40 40
16 52 33
29 38 38
4 19 40
36 13 13
58 19 38
48 46 40
18 30 28
30 21 40
13 11 57
31 13 38
15 38 38
28 46 40
20 48 13
49 51 38
42 22 33
2 58 28
17 16 40
10 52 33
32 28 28
7 55 38
9 40 40
36 2 38
38 5 40
40 11 40
20 48 13
56 54 33
42 45 45
40 3 40
43 38 40
3 29 38
47 49 38
35 8 28
57 45 38
39 25 38
18 34 38
42 18 38
35 4 40
12 37 38
50 11 38
37 50 38
36 19 13
37 52 33
51 31 38
27 7 38
31 108
10 12 11
13 24 23
26 12 17
12 28 17
25 4 23
2 12 17
10 24 11
6 26 30
20 3 17
18 9 7
30 6 30
17 8 17
12 2 17
1 25 30
22 18 31
11 14 17
24 25 30
22 19 23
24 16 17
1 13 23
7 24 23
15 6 30
4 16 23
10 31 23
4 18 31
21 30 23
24 29 17
7 17 23
19 7 23
12 18 23
28 2 2
26 27 17
13 5 7
26 6 30
10 2 17
6 14 30
9 26 23
23 22 23
30 17 30
3 16 17
31 20 23
26 31 23
2 16 15
10 8 17
12 18 23
19 23 23
9 4 7
27 20 17
13 9 9
6 29 30
6 12 30
28 4 23
7 2 23
18 9 7
2 19 17
4 15 23
4 24 23
23 27 23
30 1 30
12 9 23
21 25 23
21 27 23
15 18 23
18 20 23
23 10 23
24 1 17
1 16 15
28 18 23
26 20 17
21 17 23
26 18 23
30 21 23
26 9 23
8 21 23
18 10 23
10 13 23
14 8 29
24 26 17
1 2 15
10 21 23
26 6 30
18 12 23
27 29 17
30 20 30
15 26 17
30 3 30
22 21 7
17 13 23
14 16 15
12 4 23
16 12 17
3 7 23
17 28 17
31 19 23
8 12 17
23 31 23
12 24 11
22 6 23
26 18 23
5 7 7
30 9 23
29 28 15
21 28 23
22 14 23
20 14 20
8 10 17
11 14 17
5 3 23
3 1
1 2 3
10 48
5 10 10
5 8 8
7 5 8
7 6 8
4 6 4
7 10 8
5 1 8
1 10 8
7 8 8
4 3 3
8 9 8
5 8 8
3 1 8
9 1 8
2 10 8
6 9 8
9 8 8
5 4 8
6 1 8
3 1 8
10 9 10
4 9 8
9 4 8
9 8 8
4 6 4
4 7 8
10 4 8
4 10 8
10 3 8
5 1 8
10 8 8
2 10 8
10 9 10
7 4 8
7 9 8
3 2 3
7 2 8
1 3 8
3 9 8
9 3 8
1 7 8
4 6 4
6 5 8
7 6 8
1 10 8
2 7 8
5 9 10
9 6 8
60 120
14 1 13
50 14 23
1 34 57
31 21 57
34 52 57
51 42 22
60 21 22
21 45 13
52 20 13
34 46 57
3 33 13
41 58 13
26 39 13
16 32 13
36 48 13
19 9 22
47 44 22
57 8 13
40 23 13
16 30 22
38 49 13
28 22 22
51 16 22
40 41 22
24 42 57
9 59 13
19 42 57
44 8 13
29 59 13
21 48 22
55 16 22
51 19 22
34 5 13
41 36 13
33 60 13
21 33 13
39 20 13
32 33 23
3 41 6
42 21 42
18 45 13
17 55 13
9 48 9
14 22 13
33 56 13
1 47 6
48 33 13
32 9 13
50 22 13
17 53 13
54 44 22
16 41 22
52 44 22
60 52 22
56 50 13
33 21 13
47 7 22
37 9 9
39 24 22
3 56 22
28 43 28
53 27 13
23 2 23
23 39 13
15 13 13
59 16 13
40 44 16
9 18 22
10 27 13
46 51 22
40 59 13
10 27 13
3 7 22
11 50 13
14 40 13
14 21 13
13 15 13
15 25 13
44 46 22
34 5 13
42 27 13
38 47 22
20 55 13
14 15 59
2 59 23
52 35 22
54 43 6
32 13 13
30 49 13
35 52 22
55 2 13
49 26 36
44 4 13
25 22 22
55 36 13
46 3 6
52 26 13
42 11 22
55 12 22
4 1 13
32 30 13
3 46 6
59 56 13
42 59 13
51 29 22
15 1 13
52 33 13
46 7 22
10 8 13
24 44 22
53 13 13
35 22 22
45 43 13
18 3 6
33 23 23
3 58 13
46 7 22
58 42 13
54 31 6
1 34 57
59 14
3 1 1
34 30 1
54 25 1
30 33 1
30 13 1
34 44 1
21 23 1
9 6 48
44 13 59
25 18 1
59 6 1
18 26 1
48 26 11
40 25 6
55 59
52 11 53
53 40 53
17 2 53
45 26 53
40 26 53
21 33 53
52 6 9
10 34 53
19 20 9
41 22 53
44 43 53
8 46 53
17 1 23
17 24 23
28 16 9
34 36 53
53 38 53
2 12 53
24 47 9
38 40 53
6 28 9
39 45 53
36 14 16
23 25 53
38 41 53
1 4 53
20 9 9
49 50 53
53 11 53
11 41 53
6 38 53
30 1 23
44 50 53
48 1 53
13 17 23
13 12 9
32 1 9
5 2 53
35 41 9
44 21 53
26 8 53
55 40 53
15 31 53
42 18 53
48 16 53
37 9 9
20 6 9
30 10 9
23 33 53
47 42 9
31 50 53
23 4 53
27 9 9
9 32 9
20 11 53
4 33 53
17 53 53
7 48 53
48 40 53
60 120
19 48 32
46 37 46
17 29 38
5 54 38
50 54 38
6 21 56
57 31 46
17 50 38
15 31 32
12 50 56
19 59 38
19 23 46
9 20 49
17 54 38
14 16 56
53 35 26
33 44 38
21 60 56
50 58 38
19 9 32
3 5 46
31 3 32
58 10 46
36 6 56
38 57 38
5 12 38
29 40 56
2 58 46
48 42 60
59 8 36
15 4 38
16 28 38
30 3 38
59 43 38
32 11 38
